Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolate,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,strain,lab_host,sample_type,collected_by,Host_disease
SRR22385619,AMPLICON,302,313761390,PRJNA894555,SAMN31494270,Viral,102417753,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18355671,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.O.M1.P125,lung homogenate,P23_more_reads,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T20:02:00Z,1,Hamster.Paxlovid_study_omicron.Group_2.hamster_male1.endpoint,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,Roborovski dwarf hamster,,,
SRR22385620,AMPLICON,302,103727638,PRJNA894555,SAMN31494269,Viral,34056020,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18355670,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.O.F5.Veh,lung homogenate,P22_more_reads,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T20:01:00Z,1,Hamster.Paxlovid_study_omicron.Group_1.hamster_female5.endpoint,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,Roborovski dwarf hamster,,,
SRR22385621,AMPLICON,302,263922934,PRJNA894555,SAMN31494268,Viral,86714392,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18355669,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.O.F4.Veh,lung homogenate,P21_more_reads,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T20:02:00Z,1,Hamster.Paxlovid_study_omicron.Group_1.hamster_female4.endpoint,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,Roborovski dwarf hamster,,,
SRR22385622,AMPLICON,302,131616734,PRJNA894555,SAMN31494266,Viral,43326149,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18355668,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.O.F2.Veh,lung homogenate,P19_more_reads,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T20:01:00Z,1,Hamster.Paxlovid_study_omicron.Group_1.hamster_female2.endpoint,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,Roborovski dwarf hamster,,,
SRR22385623,AMPLICON,302,152555904,PRJNA894555,SAMN31494265,Viral,50132219,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18355667,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.O.F1.Veh,lung homogenate,P18_more_reads,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T20:01:00Z,1,Hamster.Paxlovid_study_omicron.Group_1.hamster_female1.endpoint,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,Roborovski dwarf hamster,,,
SRR22385624,AMPLICON,302,310656528,PRJNA894555,SAMN31494264,Viral,102079756,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18355666,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.O.M5.Veh,lung homogenate,P17_more_reads,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T20:01:00Z,1,Hamster.Paxlovid_study_omicron.Group_1.hamster_male5.endpoint,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,Roborovski dwarf hamster,,,
SRR22385625,AMPLICON,302,93883948,PRJNA894555,SAMN31494249,Viral,31238494,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18355665,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.D.M2.Veh,lung homogenate,P02_more_reads,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T20:01:00Z,1,Hamster.Paxlovid_study_delta.Group_1.hamster_male2.endpoint,SRP404710,,Roborovski dwarf hamster,,,
SRR22385626,AMPLICON,302,6198852,PRJNA894555,SAMN31494248,Viral,2135751,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18355664,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.D.M1.Veh,lung homogenate,P01_more_reads,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T20:00:00Z,1,Hamster.Paxlovid_study_delta.Group_1.hamster_male1.endpoint,SRP404710,,Roborovski dwarf hamster,,,
SRR22381464,AMPLICON,302,652404862,PRJNA894555,SAMN31839966,"Microbe\, viral or environmental",214111181,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18351986,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.2.F1.p250,lung homogenate,H.2.F1.p250,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T14:28:00Z,1,Hamster_Study2_Female1_paxlovid250,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22381465,AMPLICON,302,580829050,PRJNA894555,SAMN31839965,"Microbe\, viral or environmental",189475690,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18351985,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.2.M3.p250,lung homogenate,H.2.M3.p250,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T14:28:00Z,1,Hamster_Study2_Male3_paxlovid250,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22381466,AMPLICON,302,623034154,PRJNA894555,SAMN31839964,"Microbe\, viral or environmental",204594981,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18351984,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.2.M2.p250,lung homogenate,H.2.M2.p250,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T14:28:00Z,1,Hamster_Study2_Male2_paxlovid250,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22381467,AMPLICON,302,626233240,PRJNA894555,SAMN31839963,"Microbe\, viral or environmental",205471997,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18351983,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.2.M1.p250,lung homogenate,H.2.M1.p250,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T14:28:00Z,1,Hamster_Study2_Male1_paxlovid250,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22381468,AMPLICON,302,215023396,PRJNA894555,SAMN31839962,"Microbe\, viral or environmental",70208974,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18351982,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.2.F3.veh,lung homogenate,H.2.F3.veh,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T14:28:00Z,1,Hamster_Study2_Female3_vehicle,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22381469,AMPLICON,302,292030678,PRJNA894555,SAMN31839961,"Microbe\, viral or environmental",95162203,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18351981,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.2.F2.veh,lung homogenate,H.2.F2.veh,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T14:29:00Z,1,Hamster_Study2_Female2_vehicle,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22381470,AMPLICON,302,280480386,PRJNA894555,SAMN31839960,"Microbe\, viral or environmental",91570942,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18351980,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.2.F1.veh,lung homogenate,H.2.F1.veh,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T14:28:00Z,1,Hamster_Study2_Female1_vehicle,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22381471,AMPLICON,302,191030100,PRJNA894555,SAMN31839959,"Microbe\, viral or environmental",62874973,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18351979,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.2.M3.veh,lung homogenate,H.2.M3.veh,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T14:29:00Z,1,Hamster_Study2_Male3_vehicle,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22381472,AMPLICON,302,681859828,PRJNA894555,SAMN31839968,"Microbe\, viral or environmental",224524807,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18351978,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.2.F3.p250,lung homogenate,H.2.F3.p250,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T14:28:00Z,1,Hamster_Study2_Female3_paxlovid250,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22381473,AMPLICON,302,795768490,PRJNA894555,SAMN31839967,"Microbe\, viral or environmental",261018738,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18351977,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.2.F2.p250,lung homogenate,H.2.F2.p250,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T14:30:00Z,1,Hamster_Study2_Female2_paxlovid250,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22381474,AMPLICON,302,227407510,PRJNA894555,SAMN31839958,"Microbe\, viral or environmental",74713240,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18351976,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.2.M2.veh,lung homogenate,H.2.M2.veh,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T14:29:00Z,1,Hamster_Study2_Male2_vehicle,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22381475,AMPLICON,302,835104896,PRJNA894555,SAMN31839957,"Microbe\, viral or environmental",276398514,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18351975,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.2.M1.veh,lung homogenate,H.2.M1.veh,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T14:32:00Z,1,Hamster_Study2_Male1_vehicle,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22381721,AMPLICON,302,171507008,PRJNA894555,SAMN31840268,"Microbe\, viral or environmental",56334422,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18352246,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.1.F2.veh,lung homogenate,H.1.F2.veh,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T15:10:00Z,1,Hamster_Study1_Female2_vehicle,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22381722,AMPLICON,302,325947392,PRJNA894555,SAMN31840267,"Microbe\, viral or environmental",107542706,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18352245,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.1.F1.veh,lung homogenate,H.1.F1.veh,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T15:10:00Z,1,Hamster_Study1_Female1_vehicle,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22381723,AMPLICON,302,687057248,PRJNA894555,SAMN31840266,"Microbe\, viral or environmental",228097319,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18352244,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.1.M2.veh,lung homogenate,H.1.M2.veh,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T15:11:00Z,1,Hamster_Study1_Male2_vehicle,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22381724,AMPLICON,302,299624468,PRJNA894555,SAMN31840265,"Microbe\, viral or environmental",97544627,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18352243,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.1.M1.veh,lung homogenate,H.1.M1.veh,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T15:11:00Z,1,Hamster_Study1_Male1_vehicle,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22381725,AMPLICON,302,605354772,PRJNA894555,SAMN31840264,"Microbe\, viral or environmental",207339468,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18352242,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.2.F3.p125,lung homogenate,H.2.F3.p125,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T15:11:00Z,1,Hamster_Study2_Female3_paxlovid125,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22381726,AMPLICON,302,359321714,PRJNA894555,SAMN31840263,"Microbe\, viral or environmental",117828519,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18352241,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.2.F2.p125,lung homogenate,H.2.F2.p125,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T15:11:00Z,1,Hamster_Study2_Female2_paxlovid125,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22381727,AMPLICON,302,653179492,PRJNA894555,SAMN31840262,"Microbe\, viral or environmental",221785063,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18352240,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.2.F1.p125,lung homogenate,H.2.F1.p125,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T15:12:00Z,1,Hamster_Study2_Female1_paxlovid125,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22381728,AMPLICON,302,776181978,PRJNA894555,SAMN31840261,"Microbe\, viral or environmental",262547023,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18352239,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.2.M3.p125,lung homogenate,H.2.M3.p125,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T15:15:00Z,1,Hamster_Study2_Male3_paxlovid125,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22381729,AMPLICON,302,156928562,PRJNA894555,SAMN31840273,"Microbe\, viral or environmental",52816430,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18352238,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,BA.2 input,culture,BA.2 input,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T15:11:00Z,1,BA.2_omicron_hamster_input_virus,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,culture,,
SRR22381730,AMPLICON,302,708842622,PRJNA894555,SAMN31840272,"Microbe\, viral or environmental",231534855,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18352237,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.1.F2.p250,lung homogenate,H.1.F2.p250,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T15:12:00Z,1,Hamster_Study1_Female2_paxlovid250,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22381731,AMPLICON,302,865565824,PRJNA894555,SAMN31840271,"Microbe\, viral or environmental",289778259,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18352236,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.1.F1.p250,lung homogenate,H.1.F1.p250,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T15:12:00Z,1,Hamster_Study1_Female1_paxlovid250,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22381732,AMPLICON,302,704015454,PRJNA894555,SAMN31840270,"Microbe\, viral or environmental",227619898,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18352235,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.1.M2.p250,lung homogenate,H.1.M2.p250,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T15:12:00Z,1,Hamster_Study1_Male2_paxlovid250,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22381733,AMPLICON,302,705703332,PRJNA894555,SAMN31840269,"Microbe\, viral or environmental",234442715,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18352234,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.1.M1.p250,lung homogenate,H.1.M1.p250,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T15:12:00Z,1,Hamster_Study1_Male1_paxlovid250,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22381734,AMPLICON,302,305259788,PRJNA894555,SAMN31840260,"Microbe\, viral or environmental",99881198,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18352233,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.2.M2.p125,lung homogenate,H.2.M2.p125,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T15:11:00Z,1,Hamster_Study2_Male2_paxlovid125,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22381735,AMPLICON,302,278619462,PRJNA894555,SAMN31840259,"Microbe\, viral or environmental",90893327,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18352232,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.2.M1.p125,lung homogenate,H.2.M1.p125,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T15:11:00Z,1,Hamster_Study2_Male1_paxlovid125,SRP404710,hCoV-19/USA/WA-UW-21120120771/2021,,lung homogenate,,
SRR22382896,AMPLICON,302,269457386,PRJNA894555,SAMN31840810,"Microbe\, viral or environmental",85114233,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353153,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,S1-2.turb,nasal turbinate,S1-2.turb,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:33:00Z,1,SARS-CoV-2_infected_source_ferret_#2.turbinate,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal turbinate,,
SRR22382897,AMPLICON,302,392905926,PRJNA894555,SAMN31840809,"Microbe\, viral or environmental",123618285,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353152,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,S1-2.D6,nasal lavage,S1-2.D6,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,SARS-CoV-2_infected_source_ferret_#2.Day_6,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
